月份,名称,对应收款id,对应订单编号,退款美金,手续费美金,美金退款合计,退款原始金额,原始币种,运营,归属,订单付款时间,订单所属月份,争议费,类型,退款类型,运营.1
2024-12.01-12.31,鼎锋onerway手动退款,1858614646060486656,2411190453576182021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858907443510513664,2411192356225222021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-20,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863053850295275520,2412011053456582021484887,51.89,1,52.89,51.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-01,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858126065776861184,2411172031028302021484887,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858921663782326272,2411200113558162021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-20,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863384172492890112,2412020618527262021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-02,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1865464240597778432,2412080231474602021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-08,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857819585966120960,2411142256585542021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858536641598459904,2411182340441452021484887,52.49,1,53.49,52.49,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857782573531795456,2411162147351762021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864674073494564864,2412052211573262021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857479647835852800,2411160143523682021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857386911057190912,2411151935228362021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857489305430532096,2411160222148532021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863647631398813696,2412030213144912021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-03,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857527699003023360,2411160454483392021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857887160615964672,2411170443112032021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857894413725208576,2411150517311322021484887,48.49,1,49.49,48.49,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866462064932163584,2412102032266892021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-10,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1854904461294968832,2411082311005712021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-08,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857772968965709825,2411162103245342021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856460812831821824,2411130615237012021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855970653677948928,2411112147406752021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866255670765293568,2412100656395802021464603,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-10,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1868283334850134016,2412152038102072021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-15,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856761586036121600,2411140206387732021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859445513322369024,2411211155181662021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-21,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864692316993110016,2412052324266402021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1865945452818870272,2412091023565072021464603,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-09,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857407873349722112,2411152058399322021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864844167914864640,2412060927502862021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856689112825073664,2411132122332652021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857085863557992448,2411142334563062021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1855984983240744960,2411112242366332021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-11,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856752588582948864,2411140134476732021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1867315831823028224,2412130447455602021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-13,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858672392923394048,2411190843242822021484887,49.99,1,50.99,49.99,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859006678029434880,2411200651447232021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-20,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858199784964624384,2411180125261452021484887,54.89,1,55.89,54.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862246100279631872,2411290524036392021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-29,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862511287054245888,2411292255222282021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-29,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858264242718117888,2411180541347342021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859960570800115712,2411222201005152021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-22,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856806141276069888,2411140350049822021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856677916986183680,2411132038041542021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864974737265274880,2412061804093422021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857882248255512576,2411170402348662021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862527852730527744,2411292309515152021484887,51.49,1,52.49,51.49,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-30,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864903722078191616,2412061324293542021464603,54.89,1,55.89,54.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856755492710649856,2411140146207722021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856699583577853952,2411132204092822021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1867266453263499264,2412130147038302021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-13,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857083499874750464,2411142325573722021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863766614936535040,2412030947408562021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-03,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858530522259918848,2411182319409172021484887,49.99,1,50.99,49.99,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858747135781380096,2411191340256222021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858000301974753280,2411171212454432021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857066558351089665,2411142221179942021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858845722548768768,2411192012097712021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858195308895670273,2411180107397032021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857520120914907136,2411160424416102021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857220778777776128,2411150835139682021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864704402334826496,2412060002189682021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858694333218557952,2411191005286652021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862826804637995008,2411301951346912021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-30,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858605474262691840,2411190404486072021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858169729093865472,2411172326003272021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864475883495370752,2412050901229552021484887,49.89,1,50.89,49.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857755620074459136,2411161950136772021484887,47.89,1,48.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857133702464016384,2411150159289322021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858869903365636096,2411192148152462021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856717248526684160,2411132314223242021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1860055906650554368,2411230320204942021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-23,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858285687636631552,2411180706474332021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859267544184393728,2411210005446652021484887,49.89,1,50.89,49.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-21,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1860324057409785856,2411232158117542021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-23,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856755311814512640,2411140145375222021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858392721220567040,2411181412054362021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858680794223349760,2411182308523942021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864337829057150976,2412042349211672021484887,48.98,1,49.98,48.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856754439730630656,2411140142093492021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857826869882523648,2411170043367982021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864813605284102144,2412051659378642021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-06,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858557612237656064,2411190107184942021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858167718789128192,2411172318016852021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856168459646672896,2411121053403652021484887,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-12,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856490731741777920,2411130810083582021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1860729168489484288,2411250056185412021484887,47.98,1,48.98,47.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-25,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858245006817894400,2411180425077012021484887,52.49,1,53.49,52.49,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857377599303847936,2411151858225272021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859246349162512384,2411202244061302021484887,49.98,1,50.98,49.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-20,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857829019232636928,2411170047495842021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1865195235836309504,2412070842519552021464603,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-07,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858481801866391552,2411182006044652021484887,52.49,1,53.49,52.49,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859631363473674240,2411220012119372021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-22,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856780710770515968,2411140326332462021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857509987539361792,2411160344266602021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856496462385778688,2411130837023992021484887,47.89,1,48.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858309183175532544,2411180831379992021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-18,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856744003585056768,2411140100415222021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1866535217066807296,2412110127281092021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-11,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857947677367869440,2411170837461002021484887,51.4,1,52.4,51.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1862278290308730880,2411290731575972021484887,51.18,21,72.18,51.18,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-29,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864339758873198592,2412050001191742021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857573751248789504,2411160757484742021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864294993309876224,2412042105371472021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1859467029460160512,2411211318244592021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-21,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858610724944097280,2411190438221242021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864299195339780096,2412042111563202021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1863981926818656256,2412040021369922021464603,53.9,1,54.9,53.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856741189022519296,2411140043482742021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1865192384443592704,2412070827082662021464603,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-07,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856819068532035584,2411140558582832021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-14,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858636070670176256,2411190619047452021484887,47.09,1,48.09,47.09,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857849630277373952,2411170214039482021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864395794267123712,2412050346107032021484887,47.89,1,48.89,47.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-05,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1856717151780868096,2411132313596512021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-13,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1861409207925215232,2411262158326502021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-26,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1858558809459798016,2411190106308672021484887,49.99,1,50.99,49.99,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-19,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857909152345886720,2411170601339932021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-17,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1861800324134993920,2411172309138112021484887,45.98,1,46.98,45.98,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-27,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857112377737482240,2411142213204212021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1854596900637253632,2411080248522432021484887,52.4,1,53.4,52.4,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-08,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857550615115603968,2411160620556312021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-16,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1864327036454449152,2412042312561782021484887,45.89,1,46.89,45.89,USD,西安（欧美店铺）,西安（欧美店铺）,2024-12-04,2024-12,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1857445529148329984,2411142208398922021484887,49.9,1,50.9,49.9,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-15,2024-11,,手动退款,手动退款,徐世航
2024-12.01-12.31,鼎锋onerway手动退款,1861061484055240704,2411252256485422021484887,55.0,1,56.0,55.0,USD,西安（欧美店铺）,西安（欧美店铺）,2024-11-25,2024-11,,手动退款,手动退款,徐世航
